True alignment,Inferred alignment,Sequences,d_AEL,d_TC,d_SP,d_SSP,s_seq,d_pos
BRCA1_nonol_del10_reference_fixed.fasta,BRCA1_nonol_del10_clustalw_fixed.fasta,11,1,0.9972
