True alignment,Inferred alignment,Sequences,d_AEL,d_TC,d_SP,d_SSP,s_seq,d_pos
BRCA1_ol_del30_reference_fixed.fasta,BRCA1_ol_del30_msaprob_fixed.fasta,11,1,0.9859
